url,article_author,article_title,article_date,article_content,ip,message_count,messages
https://www.ptt.cc/bbs/Gossiping/M.1584976865.A.AC7.html,smallGGgirl (ㄏㄏ),Re: [問卦] 消防員的訓練有多辛苦？,Mon Mar 23 23:21:03 2020,"多辛苦我不知道

但阿肥工作客戶

剛好很多消防員

每次幫他們處理因為訓練造成的傷害

都可以見識到那久經鍛煉的肉體

上次跟幾個聊天

才知道原來身材最好的

都是特搜隊

馬的連我這只喜歡女人的都會覺得很讚

如果我是女人一定要選消防員

至於遇到的警察

大肚伯伯比較多

 https://www.ptt.cc/bbs/Gossiping/M.1584976865.A.AC7.html",1.200.210.26,"{'all': 5, 'count': 2, 'push': 2, 'boo': 0, 'neutral': 3}","[{'push_tag': '→', 'push_userid': 'Johnnie5334', 'push_content': '肛門', 'push_ipdatetime': '27.242.103.129 03/23 23:21'}, {'push_tag': '→', 'push_userid': 'frommr', 'push_content': '沒洗', 'push_ipdatetime': '219.70.182.75 03/23 23:21'}, {'push_tag': '推', 'push_userid': 'Chieen', 'push_content': '就會', 'push_ipdatetime': '110.30.153.188 03/23 23:22'}, {'push_tag': '推', 'push_userid': 'l1111111', 'push_content': '土石流', 'push_ipdatetime': '36.231.195.220 03/23 23:22'}, {'push_tag': '→', 'push_userid': 'ji394xu3', 'push_content': '因為要衝鋒火場,平常不訓練=到時候送死', 'push_ipdatetime': '1.160.228.92 03/23 23:23'}]"
